open_time,open,high,low,close,volume
2026-01-05 09:00:00,92467.54,92845.53,92320.17,92688.6,645.33375
2026-01-05 10:00:00,92688.61,93151.0,92679.12,93080.0,681.83063
2026-01-05 11:00:00,93080.0,93151.0,92883.03,93134.26,567.75651
2026-01-05 12:00:00,93134.25,93206.2,92752.6,92874.28,453.5887
2026-01-05 13:00:00,92874.28,93020.0,92535.41,92742.74,486.24906
2026-01-05 14:00:00,92742.73,93666.0,92407.13,93428.0,1355.05943
2026-01-05 15:00:00,93428.0,94000.0,93170.95,93957.73,1929.19905
2026-01-05 16:00:00,93957.74,94076.35,93586.65,93701.31,1298.79178
2026-01-05 17:00:00,93701.3,94477.69,93250.0,94317.84,1154.3191
2026-01-05 18:00:00,94317.84,94500.0,93920.0,94449.62,974.95833
2026-01-05 19:00:00,94449.61,94500.0,94131.44,94303.4,762.3129
2026-01-05 20:00:00,94303.4,94789.08,94038.0,94177.99,1133.04005
2026-01-05 21:00:00,94178.0,94227.4,93800.0,94095.78,474.75745
2026-01-05 22:00:00,94095.78,94406.0,94012.3,94171.22,370.72137
2026-01-05 23:00:00,94171.21,94194.01,93859.7,93859.71,394.98075
2026-01-06 00:00:00,93859.71,93993.07,93555.93,93816.7,522.32093
2026-01-06 01:00:00,93816.7,94161.86,93739.37,93771.82,384.14412
2026-01-06 02:00:00,93771.82,93870.66,93529.18,93620.6,336.13865
2026-01-06 03:00:00,93620.6,93943.88,93601.96,93769.24,285.34343
2026-01-06 04:00:00,93769.25,94000.0,93734.25,93801.07,231.47521
2026-01-06 05:00:00,93801.07,93816.0,93572.11,93599.99,407.00036
2026-01-06 06:00:00,93599.99,93951.07,93538.83,93780.01,538.64562
2026-01-06 07:00:00,93780.01,93782.6,93137.98,93255.08,860.27324
2026-01-06 08:00:00,93255.08,93420.11,93167.29,93240.17,355.74138
2026-01-06 09:00:00,93240.18,93569.61,93229.37,93462.72,327.55172
2026-01-06 10:00:00,93462.72,93654.49,93413.2,93579.56,273.28705
2026-01-06 11:00:00,93579.56,93895.0,93571.43,93840.0,403.66589
2026-01-06 12:00:00,93839.99,93981.1,93784.3,93872.16,338.69848
2026-01-06 13:00:00,93872.17,93872.17,93636.75,93716.53,315.19532
2026-01-06 14:00:00,93716.53,94444.44,93531.28,93836.81,1676.33623
2026-01-06 15:00:00,93836.81,94311.22,93352.01,93648.99,1417.41756
