open_time,open,high,low,close,volume
2026-01-24 11:05:00,89617.31,89617.31,89617.3,89617.31,1.44096
2026-01-24 11:10:00,89617.3,89617.31,89610.04,89610.05,16.39384
2026-01-24 11:15:00,89610.04,89627.3,89610.04,89617.42,16.20736
2026-01-24 11:20:00,89617.42,89638.28,89617.41,89638.28,4.59849
2026-01-24 11:25:00,89638.28,89654.85,89633.87,89633.87,15.85102
2026-01-24 11:30:00,89633.87,89633.87,89622.48,89622.48,3.77096
2026-01-24 11:35:00,89622.49,89622.49,89622.48,89622.48,1.46555
2026-01-24 11:40:00,89622.49,89676.26,89622.48,89654.25,27.46047
2026-01-24 11:45:00,89654.24,89654.25,89640.01,89640.02,6.83776
2026-01-24 11:50:00,89640.02,89640.02,89605.15,89605.15,8.88548
2026-01-24 11:55:00,89605.16,89605.16,89595.4,89595.4,6.04676
2026-01-24 12:00:00,89595.41,89595.41,89568.46,89568.46,9.09908
2026-01-24 12:05:00,89568.47,89568.47,89541.55,89558.21,23.75841
2026-01-24 12:10:00,89558.21,89558.22,89541.56,89541.56,6.9855
2026-01-24 12:15:00,89541.56,89560.38,89541.56,89560.38,9.98198
2026-01-24 12:20:00,89560.38,89560.39,89560.37,89560.39,3.83345
2026-01-24 12:25:00,89560.38,89560.39,89548.0,89549.99,11.13051
2026-01-24 12:30:00,89549.99,89583.4,89528.0,89528.0,33.82362
2026-01-24 12:35:00,89528.0,89528.01,89486.87,89520.0,25.94987
2026-01-24 12:40:00,89520.0,89536.0,89519.99,89535.99,9.67476
2026-01-24 12:45:00,89536.0,89536.0,89523.13,89523.14,19.36286
2026-01-24 12:50:00,89523.13,89537.82,89523.13,89537.82,13.91854
2026-01-24 12:55:00,89537.81,89537.82,89537.81,89537.82,11.55687
2026-01-24 13:00:00,89537.82,89537.82,89537.81,89537.82,9.39751
2026-01-24 13:05:00,89537.82,89537.82,89527.24,89527.25,6.5058
2026-01-24 13:10:00,89527.24,89535.59,89527.24,89535.59,8.8264
2026-01-24 13:15:00,89535.58,89540.44,89535.58,89540.0,28.62498
2026-01-24 13:20:00,89540.0,89540.01,89532.29,89532.3,18.22935
2026-01-24 13:25:00,89532.29,89532.3,89532.29,89532.3,6.53425
2026-01-24 13:30:00,89532.29,89532.3,89521.1,89528.65,8.84402
2026-01-24 13:35:00,89528.65,89536.77,89528.64,89536.77,8.11217
2026-01-24 13:40:00,89536.77,89536.77,89536.76,89536.76,3.12795
2026-01-24 13:45:00,89536.77,89536.77,89536.76,89536.77,3.27528
2026-01-24 13:50:00,89536.77,89536.77,89536.76,89536.77,3.71258
2026-01-24 13:55:00,89536.77,89536.77,89368.21,89368.22,51.51861
2026-01-24 14:00:00,89368.22,89384.35,89171.75,89373.37,121.14534
2026-01-24 14:05:00,89373.37,89485.92,89321.38,89479.75,37.30074
2026-01-24 14:10:00,89479.76,89491.35,89400.73,89473.86,33.46808
2026-01-24 14:15:00,89473.87,89473.87,89433.08,89450.76,16.69582
2026-01-24 14:20:00,89450.75,89466.94,89450.75,89450.75,8.90102
2026-01-24 14:25:00,89450.75,89472.84,89450.75,89472.83,14.56787
2026-01-24 14:30:00,89472.84,89495.88,89443.25,89495.88,8.89595
2026-01-24 14:35:00,89495.87,89512.05,89495.87,89497.4,13.80367
2026-01-24 14:40:00,89497.4,89510.55,89497.4,89500.01,27.81038
2026-01-24 14:45:00,89500.01,89500.01,89450.01,89467.04,28.94262
2026-01-24 14:50:00,89467.05,89467.05,89450.02,89450.02,20.22458
2026-01-24 14:55:00,89450.02,89450.03,89450.02,89450.03,14.90357
2026-01-24 15:00:00,89450.03,89492.14,89450.02,89467.78,35.91597
2026-01-24 15:05:00,89467.77,89485.95,89449.78,89459.56,42.25991
2026-01-24 15:10:00,89459.57,89470.53,89432.36,89470.53,74.35365
2026-01-24 15:15:00,89470.52,89470.53,89431.53,89447.09,44.07634
2026-01-24 15:20:00,89447.1,89461.34,89428.09,89439.85,25.63017
2026-01-24 15:25:00,89439.85,89439.86,89390.0,89394.43,39.20524
2026-01-24 15:30:00,89394.42,89429.75,89390.0,89400.51,10.80951
2026-01-24 15:35:00,89400.52,89400.52,89332.51,89365.85,16.39768
2026-01-24 15:40:00,89365.84,89388.36,89342.14,89347.13,10.88488
2026-01-24 15:45:00,89347.14,89353.4,89347.13,89353.4,3.35229
2026-01-24 15:50:00,89353.4,89353.4,89300.04,89300.04,16.64797
2026-01-24 15:55:00,89300.04,89300.05,89263.64,89275.77,14.93756
2026-01-24 16:00:00,89275.77,89301.67,89234.28,89252.58,18.7842
2026-01-24 16:05:00,89252.58,89369.79,89251.55,89340.41,22.80952
2026-01-24 16:10:00,89340.41,89349.31,89190.97,89247.79,79.07772
2026-01-24 16:15:00,89247.79,89268.62,89162.08,89215.99,13.14545
2026-01-24 16:20:00,89216.0,89241.51,89199.09,89235.24,28.09256
2026-01-24 16:25:00,89235.24,89260.0,89235.24,89260.0,2.90874
2026-01-24 16:30:00,89260.0,89264.0,89250.45,89250.46,10.14375
2026-01-24 16:35:00,89250.46,89250.46,89200.0,89200.01,11.64586
2026-01-24 16:40:00,89200.01,89220.0,89189.92,89219.99,5.12879
2026-01-24 16:45:00,89219.99,89258.85,89183.56,89258.84,23.37327
2026-01-24 16:50:00,89258.84,89316.37,89258.84,89296.43,8.32333
2026-01-24 16:55:00,89296.44,89305.0,89285.51,89290.01,11.6271
2026-01-24 17:00:00,89290.01,89326.0,89252.93,89294.14,12.1843
2026-01-24 17:05:00,89294.14,89320.0,89288.21,89288.22,11.43588
2026-01-24 17:10:00,89288.21,89395.08,89288.21,89371.88,21.22438
2026-01-24 17:15:00,89371.89,89405.07,89341.38,89405.06,8.06219
2026-01-24 17:20:00,89405.07,89405.5,89398.82,89405.45,10.03016
2026-01-24 17:25:00,89405.44,89414.38,89405.44,89406.69,6.48907
2026-01-24 17:30:00,89406.69,89406.69,89356.26,89356.27,16.12954
2026-01-24 17:35:00,89356.26,89392.19,89356.26,89392.18,2.58295
2026-01-24 17:40:00,89392.18,89397.18,89333.53,89333.53,25.13265
2026-01-24 17:45:00,89333.53,89333.54,89316.71,89329.49,6.07696
2026-01-24 17:50:00,89329.49,89356.1,89329.49,89356.1,9.30137
2026-01-24 17:55:00,89356.1,89406.51,89356.1,89406.5,6.49463
2026-01-24 18:00:00,89406.5,89406.51,89382.05,89396.54,6.30417
2026-01-24 18:05:00,89396.53,89402.59,89396.53,89402.59,4.01051
2026-01-24 18:10:00,89402.58,89416.0,89402.56,89415.99,13.86507
2026-01-24 18:15:00,89416.0,89430.0,89410.51,89412.43,12.0558
2026-01-24 18:20:00,89412.44,89412.44,89398.27,89398.27,4.56407
2026-01-24 18:25:00,89398.27,89426.7,89398.27,89426.69,4.97497
2026-01-24 18:30:00,89426.7,89433.41,89413.48,89433.4,12.20259
2026-01-24 18:35:00,89433.4,89461.4,89433.4,89454.21,5.94365
2026-01-24 18:40:00,89454.2,89454.21,89412.73,89412.73,6.93743
2026-01-24 18:45:00,89412.74,89427.31,89412.73,89417.49,3.86816
2026-01-24 18:50:00,89417.49,89417.49,89406.52,89406.52,5.30778
2026-01-24 18:55:00,89406.53,89406.53,89395.22,89395.23,4.37033
2026-01-24 19:00:00,89395.22,89395.23,89372.05,89372.06,4.87397
2026-01-24 19:05:00,89372.05,89372.05,89337.51,89341.0,5.54927
2026-01-24 19:10:00,89341.01,89341.01,89316.98,89316.98,3.2679
2026-01-24 19:15:00,89316.99,89316.99,89289.02,89308.8,10.59306
2026-01-24 19:20:00,89308.81,89308.81,89276.58,89285.02,5.29942
2026-01-24 19:25:00,89285.02,89296.04,89285.02,89296.03,7.18813
2026-01-24 19:30:00,89296.03,89324.32,89292.86,89320.63,22.95451
2026-01-24 19:35:00,89320.64,89320.64,89302.58,89320.44,10.51278
2026-01-24 19:40:00,89320.44,89334.99,89320.44,89334.98,9.53367
2026-01-24 19:45:00,89334.98,89358.0,89316.15,89316.15,10.65287
2026-01-24 19:50:00,89316.15,89332.31,89316.15,89332.3,2.97299
2026-01-24 19:55:00,89332.3,89341.01,89319.53,89331.36,12.07959
2026-01-24 20:00:00,89331.36,89380.44,89331.35,89373.58,5.90465
2026-01-24 20:05:00,89373.58,89382.0,89373.53,89373.53,3.50261
2026-01-24 20:10:00,89373.53,89373.54,89361.19,89373.53,9.81323
2026-01-24 20:15:00,89373.54,89391.58,89373.53,89373.53,2.82094
2026-01-24 20:20:00,89373.54,89394.44,89373.53,89394.43,3.42268
2026-01-24 20:25:00,89394.43,89399.99,89394.43,89399.99,4.30201
2026-01-24 20:30:00,89399.99,89399.99,89381.84,89392.84,4.73477
2026-01-24 20:35:00,89392.84,89392.85,89383.65,89383.65,2.88064
2026-01-24 20:40:00,89383.65,89383.66,89383.65,89383.65,1.5293
2026-01-24 20:45:00,89383.66,89383.66,89383.65,89383.66,1.84441
2026-01-24 20:50:00,89383.66,89383.66,89383.65,89383.65,1.7099
2026-01-24 20:55:00,89383.66,89383.66,89380.0,89380.01,3.96832
2026-01-24 21:00:00,89380.0,89380.01,89327.58,89327.58,8.84766
2026-01-24 21:05:00,89327.58,89327.58,89279.85,89279.85,11.17784
2026-01-24 21:10:00,89279.85,89300.01,89270.0,89287.83,13.5293
2026-01-24 21:15:00,89287.83,89310.0,89285.59,89310.0,4.63277
2026-01-24 21:20:00,89309.99,89332.93,89305.58,89332.93,11.48796
2026-01-24 21:25:00,89332.92,89342.01,89331.53,89331.53,3.25839
2026-01-24 21:30:00,89331.54,89331.54,89314.82,89329.31,7.42228
2026-01-24 21:35:00,89329.31,89329.31,89329.29,89329.3,2.81783
2026-01-24 21:40:00,89329.3,89373.31,89329.29,89370.37,9.21563
2026-01-24 21:45:00,89370.37,89370.37,89333.81,89348.47,14.62026
2026-01-24 21:50:00,89348.47,89367.34,89348.46,89367.34,4.51705
2026-01-24 21:55:00,89367.34,89386.61,89367.33,89386.61,7.97149
2026-01-24 22:00:00,89386.61,89408.61,89386.6,89403.64,6.98711
2026-01-24 22:05:00,89403.64,89421.52,89392.15,89414.2,19.38846
2026-01-24 22:10:00,89414.19,89488.24,89414.19,89471.51,13.0952
2026-01-24 22:15:00,89471.51,89489.84,89420.52,89420.53,18.47819
2026-01-24 22:20:00,89420.53,89427.53,89415.2,89415.2,5.18749
2026-01-24 22:25:00,89415.21,89415.21,89401.37,89401.37,9.24973
2026-01-24 22:30:00,89401.37,89401.38,89388.88,89388.88,4.15362
2026-01-24 22:35:00,89388.88,89388.89,89367.91,89367.91,5.16231
2026-01-24 22:40:00,89367.91,89367.91,89304.85,89304.85,10.63511
2026-01-24 22:45:00,89304.85,89366.38,89304.85,89366.37,29.81013
2026-01-24 22:50:00,89366.38,89372.23,89336.1,89372.22,9.51013
2026-01-24 22:55:00,89372.22,89430.0,89369.96,89430.0,5.37756
2026-01-24 23:00:00,89429.99,89474.65,89375.62,89375.62,17.57345
2026-01-24 23:05:00,89375.62,89401.82,89304.0,89349.7,20.84923
2026-01-24 23:10:00,89349.69,89351.79,89321.1,89351.79,9.68496
2026-01-24 23:15:00,89351.8,89379.27,89325.27,89379.27,11.81706
2026-01-24 23:20:00,89379.27,89379.27,89379.26,89379.27,2.19921
2026-01-24 23:25:00,89379.27,89389.77,89357.0,89389.76,5.80298
2026-01-24 23:30:00,89389.77,89389.77,89354.81,89360.0,11.62518
2026-01-24 23:35:00,89360.01,89363.17,89345.54,89345.54,9.3978
2026-01-24 23:40:00,89345.54,89345.55,89316.38,89316.38,2.7034
2026-01-24 23:45:00,89316.38,89334.57,89300.0,89334.57,4.83902
2026-01-24 23:50:00,89334.57,89334.57,89301.0,89301.0,17.16747
2026-01-24 23:55:00,89301.01,89301.01,89215.59,89225.34,23.41895
2026-01-25 00:00:00,89225.34,89257.03,89223.48,89239.31,8.29529
2026-01-25 00:05:00,89239.3,89270.31,89239.3,89256.45,9.1887
2026-01-25 00:10:00,89256.45,89265.4,89248.89,89265.39,9.70727
2026-01-25 00:15:00,89265.39,89265.4,89256.45,89256.46,5.25941
2026-01-25 00:20:00,89256.46,89298.26,89247.87,89247.88,11.82883
2026-01-25 00:25:00,89247.87,89247.88,89183.49,89183.5,18.07242
2026-01-25 00:30:00,89183.5,89249.98,89183.49,89221.27,18.21488
2026-01-25 00:35:00,89221.26,89250.0,89202.89,89232.53,11.45503
2026-01-25 00:40:00,89232.54,89272.0,89232.53,89272.0,9.83247
2026-01-25 00:45:00,89271.99,89284.0,89271.99,89284.0,4.66714
2026-01-25 00:50:00,89284.0,89284.0,89267.78,89267.79,8.6436
